,Region,dVCR,VCR,UCR,loc,meanVIT,VUH,meet,meanVUH
146,7549089,371817.0,0.0272632634628,0.945869776482,"(39.970979335130281, 116.49613130128957)",148.093062844,274,43.0360544218,9.60145772595
147,7539250,561475.0,0.0274306833034,0.945869776482,"(39.951662174303685, 116.49730363423213)",149.002481374,41,43.2594752187,9.60544217687
148,9116259,175679.0,0.0274830670251,0.946258503401,"(39.885624438454627, 116.30855803048067)",149.287027859,613,43.3592808552,9.66501457726
149,6848910,461894.0,0.0276207939405,0.946355685131,"(40.076549865229111, 116.5799531066823)",150.035155491,1210,43.6476190476,9.78260447036
150,6839101,458676.0,0.0277575613171,0.946452866861,"(40.070709793351298, 116.58112543962486)",150.778070943,991,43.8717201166,9.87891156463
151,8249327,356799.0,0.0278639511504,0.946647230321,"(39.891913746630728, 116.41230949589684)",151.355976676,1268,44.087755102,10.0021379981
152,8386274,548527.0,0.0280275101741,0.946647230321,"(39.803414195867028, 116.39589683470106)",152.244423388,215,44.2196307094,10.02303207
153,6961555,548038.0,0.0281909233885,0.946647230321,"(40.072506738544476, 116.56647127784291)",153.132078069,161,44.432750243,10.0386783285
154,8224776,256271.0,0.0282673379216,0.94693877551,"(39.864510332434861, 116.41524032825323)",153.547159054,993,44.6079689018,10.1351797862
155,7666680,251907.0,0.0283424512032,0.9472303207,"(39.988499550763699, 116.4820633059789)",153.955171688,715,44.7196307094,10.204664723
156,6760244,538909.0,0.0285031423449,0.9472303207,"(39.851033243486071, 116.5905041031653)",154.828040168,5,44.8883381924,10.2051506317
157,7505067,438267.0,0.0286338241941,0.94732750243,"(39.997933513027853, 116.50140679953107)",155.537899255,46,45.0325558795,10.2096209913
158,7994608,532557.0,0.0287926213053,0.94732750243,"(39.881581311769992, 116.44279015240329)",156.40047943,5,45.1981535471,10.2101068999
159,9018660,529513.0,0.0289505107607,0.94732750243,"(40.047798742138362, 116.32028135990622)",157.258129252,43,45.363654033,10.2142857143
160,9498502,527997.0,0.0291079481774,0.94732750243,"(39.975022461814916, 116.26283704572099)",158.113323615,14,45.5224489796,10.2156462585
161,9434943,46826.0,0.0291219106895,0.947813411079,"(40.026684636118596, 116.27045720984761)",158.189167477,150,45.5392614189,10.230223518
162,7965376,430372.0,0.0292502384184,0.947910592809,"(39.951662174303685, 116.44630715123095)",158.886239067,402,46.1152575316,10.2692905734
163,8043411,520871.0,0.0294055510142,0.947910592809,"(39.802066486972144, 116.43692848769051)",159.72989148,7,46.2693877551,10.2699708455
164,8406001,133266.0,0.0294452880862,0.948299319728,"(39.864061096136567, 116.39355216881594)",159.945741821,489,46.3421768707,10.3174927114
165,9400474,515718.0,0.0295990641676,0.948299319728,"(39.944474393530996, 116.27456037514655)",160.781047943,10,46.5028182702,10.3184645287
166,6970961,512853.0,0.0297519859673,0.948299319728,"(39.897304582210239, 116.56529894490036)",161.611713638,12,46.6598639456,10.3196307094
167,7980003,222246.0,0.0298182549728,0.948590864917,"(39.921563342318059, 116.44454865181712)",161.971684483,788,46.7857142857,10.3962099125
168,9184887,509448.0,0.0299701614742,0.948590864917,"(39.910781671159029, 116.30035169988277)",162.796835115,8,46.9480077745,10.3969873664
169,7950510,509150.0,0.0301219791185,0.948590864917,"(39.874393530997303, 116.44806565064479)",163.621503077,8,47.1066083576,10.3977648202
170,8195461,508524.0,0.0302736101029,0.948590864917,"(39.897304582210239, 116.4187573270809)",164.44515711,72,47.193877551,10.4047619048
171,7475655,507847.0,0.0304250392204,0.948590864917,"(39.987151841868823, 116.50492379835875)",165.26771461,30,47.3512147716,10.4076773567
