,Region,dVCR,VCR,dUCR,UCR,loc,meanVIT,VUH,meet,meanVUH
24,7984926,302937.0,0.00417517992717,1084,0.85267249757,"(39.932794249775384, 116.44396248534585)",22.6794266278,1084,6.62060252672,3.16705539359
25,8175883,1866816.0,0.00473182454534,1196,0.857434402332,"(39.90359389038634, 116.421101992966)",25.7031000972,1196,7.5332361516,3.28328474247
26,8641291,283074.0,0.00481623115995,1076,0.861904761905,"(39.94761904761905, 116.36541617819461)",26.1615937804,1076,7.68872691934,3.38785228377
27,8249326,306285.0,0.00490755879849,1095,0.866083576288,"(39.891464510332433, 116.41230949589684)",26.6576822157,1095,7.86608357629,3.49426627794
28,8254393,207867.0,0.00496954029364,709,0.869873663751,"(39.967385444743933, 116.41172332942556)",26.9943634597,709,7.98007774538,3.56316812439
29,6790136,893666.0,0.00523601238802,1011,0.873469387755,"(40.077448337825693, 116.58698710433764)",28.4418302559,1011,8.35170068027,3.66141885326
30,9062406,321077.0,0.00533175068471,964,0.876870748299,"(39.896855345911945, 116.31500586166472)",28.9618772271,964,8.49504373178,3.75510204082
31,7754662,413443.0,0.00545503054779,1302,0.879980563654,"(39.906738544474393, 116.47151230949591)",29.6315289925,1302,8.73527696793,3.88163265306
32,8768558,238474.0,0.00552613839595,779,0.883090379009,"(39.911230907457323, 116.35017584994139)",30.0177842566,779,8.86248785228,3.9573372206
33,9106464,248039.0,0.00560009832261,800,0.885811467444,"(39.886073674752922, 116.30973036342321)",30.419531908,800,9.01175898931,4.03508260447
34,7891841,297028.0,0.00568866572167,1038,0.88833819242,"(39.922461814914641, 116.45509964830012)",30.9006268222,1038,9.15792031098,4.13595724004
35,9160391,239348.0,0.00576003417795,737,0.890767735666,"(39.90808625336927, 116.30328253223917)",31.2882977,737,9.29912536443,4.20758017493
36,8641292,364893.0,0.00586883746904,1121,0.893100097182,"(39.948068283917337, 116.36541617819461)",31.8793132491,1121,9.47531584062,4.31652089407
37,9028212,250407.0,0.00594350348267,932,0.895238095238,"(39.938185085354895, 116.31910902696366)",32.2848963395,932,9.6110787172,4.40709426628
38,9072198,494592.0,0.00609098024256,1092,0.897376093294,"(39.895058400718774, 116.31383352872216)",33.0859847749,1092,9.80058309038,4.51321671526
39,8063272,326834.0,0.00618843515356,1185,0.899319727891,"(39.922911051212935, 116.4345838218054)",33.615356333,1185,9.99047619048,4.62837706511
40,6848910,461894.0,0.00632616206895,1210,0.901263362488,"(40.076549865229111, 116.5799531066823)",34.363483965,1210,10.2788143829,4.74596695821
41,8298697,84480.0,0.00635135219874,273,0.903109815355,"(40.067115902964957, 116.40644783118407)",34.5003158406,273,10.316909621,4.77249757046
42,9057662,184450.0,0.00640635124515,691,0.904761904762,"(39.966037735849056, 116.315592028136)",34.7990686751,691,10.4081632653,4.83965014577
43,8112227,135996.0,0.00644690234472,575,0.906413994169,"(39.911680143755611, 116.42872215709262)",35.0193407839,575,10.4789115646,4.89552964043
44,8107355,204277.0,0.00650781337863,889,0.907968901846,"(39.92336028751123, 116.4293083235639)",35.350207321,889,10.626627794,4.98192419825
45,7989585,1316623.0,0.00690040220747,626,0.909426627794,"(39.825426774483375, 116.44337631887457)",37.4827356657,626,11.0755102041,5.04275996113
46,7896672,335178.0,0.00700034512088,1156,0.910787172012,"(39.892362982929022, 116.45451348182884)",38.0256219631,1156,11.2716229349,5.15510204082
47,8347320,243621.0,0.0070729876944,934,0.912147716229,"(39.906738544474393, 116.40058616647129)",38.4202137998,934,11.3994169096,5.24586977648
48,6839100,443659.0,0.00720527732265,959,0.913411078717,"(40.070260557053011, 116.58112543962486)",39.1388062844,959,11.6008746356,5.33906705539
49,8709729,227411.0,0.00727308642074,759,0.914674441205,"(39.887421383647798, 116.35720984759672)",39.5071428571,759,11.7201166181,5.41282798834
50,7886999,209683.0,0.00733560940826,771,0.915840621963,"(39.94761904761905, 116.4556858147714)",39.8467654681,771,11.8351797862,5.48775510204
51,8288431,192941.0,0.00739314028933,715,0.917006802721,"(39.855974842767296, 116.40762016412661)",40.159271137,715,11.9558794947,5.55724003887
52,8749038,128060.0,0.00743132504338,578,0.918172983479,"(39.943575920934407, 116.3525205158265)",40.3666893424,578,12.0325558795,5.61341107872
53,8998730,207079.0,0.00749307157377,768,0.919241982507,"(39.895956873315363, 116.32262602579134)",40.7020942663,768,12.1373177843,5.68804664723
54,8533427,192726.0,0.00755053834644,735,0.920213799806,"(39.89910152740341, 116.37831184056273)",41.0142517007,735,12.2294460641,5.75947521866
55,8543296,160398.0,0.00759836560069,587,0.921185617104,"(39.931895777178795, 116.37713950762017)",41.274047619,587,12.3098153547,5.81652089407
56,8572781,90037.0,0.00762521270907,322,0.922157434402,"(39.975471698113203, 116.37362250879251)",41.4198801425,322,12.351797862,5.84781341108
57,9155497,177964.0,0.00767827776896,705,0.923032069971,"(39.90988319856244, 116.30386869871045)",41.708127632,705,12.4459669582,5.91632653061
58,6795036,346213.0,0.00778151108343,788,0.923906705539,"(40.078346810422282, 116.58640093786636)",42.2688872692,788,12.567638484,5.99290573372
59,8778409,284613.0,0.00786637659493,773,0.924684159378,"(39.93593890386343, 116.34900351699883)",42.7298736638,773,12.7173955296,6.06802721088
60,6824419,352947.0,0.00797161784423,879,0.925461613217,"(40.076100628930817, 116.58288393903869)",43.3015403304,879,12.9176870748,6.15344995141
61,9155544,212378.0,0.00803494442313,738,0.926239067055,"(39.930997304582206, 116.30386869871045)",43.6455280207,738,13.0123420797,6.22517006803
62,7979788,485325.0,0.00817965796175,549,0.927016520894,"(39.824977538185081, 116.44454865181712)",44.4316067379,549,13.1863945578,6.27852283771
63,8773476,134327.0,0.0082197114012,589,0.927793974733,"(39.920215633423176, 116.34958968347011)",44.649175575,589,13.2622934888,6.33576287658
64,7891798,220918.0,0.00828558442552,812,0.928571428571,"(39.903144654088052, 116.45509964830012)",45.0069954649,812,13.379494655,6.41467444121
65,8264128,195402.0,0.00834384912417,787,0.92925170068,"(39.939982030548066, 116.41055099648301)",45.3234872044,787,13.4997084548,6.49115646259
66,8778399,358961.0,0.00845088361969,1175,0.929931972789,"(39.931446540880501, 116.34900351699883)",45.9048947198,1175,13.6997084548,6.60534499514
67,8523607,203862.0,0.00851167090947,768,0.930612244898,"(39.888319856244387, 116.37948417350528)",46.2350890833,768,13.8049562682,6.67998056365
68,8964510,20968.0,0.00851792311876,72,0.931292517007,"(39.925606469002695, 116.32672919109028)",46.2690508584,72,13.8168124393,6.6869776482
69,8195475,564386.0,0.00868621095724,1308,0.931875607386,"(39.90359389038634, 116.4187573270809)",47.1831843213,1308,14.0679300292,6.81409135083
70,8249344,268946.0,0.0087664049043,964,0.932458697765,"(39.899550763701704, 116.41230949589684)",47.6187949466,964,14.2239067055,6.90777453839
71,8572684,228592.0,0.00883456615135,885,0.933041788144,"(39.931895777178795, 116.37362250879251)",47.9890443797,885,14.360447036,6.99378036929
72,9155502,151761.0,0.00887981803686,605,0.933624878523,"(39.912129380053905, 116.30386869871045)",48.234850988,605,14.4344023324,7.05257531584
73,9155507,139840.0,0.00892151533504,550,0.934207968902,"(39.91437556154537, 116.30386869871045)",48.4613492063,550,14.5128279883,7.10602526725
74,8117229,139966.0,0.00896325020373,604,0.934791059281,"(39.958400718778073, 116.42813599062134)",48.6880515063,604,14.5976676385,7.16472303207
75,8269176,75942.0,0.00898589448447,248,0.93537414966,"(40.007367475292, 116.40996483001173)",48.8110544218,248,14.631292517,7.18882410107
76,8969408,23276.0,0.00899283489002,75,0.935957240039,"(39.925606469002695, 116.326143024619)",48.8487544542,75,14.6447035957,7.19611273081
77,8082720,141089.0,0.0090349046133,519,0.936443148688,"(39.858221024258761, 116.43223915592029)",49.0772756722,519,14.7383867833,7.24655004859
78,8773492,175138.0,0.0090871270204,669,0.936929057337,"(39.927403414195865, 116.34958968347011)",49.3609459022,669,14.8229348882,7.31156462585
79,8205459,296348.0,0.009175491658,970,0.937414965986,"(39.988050314465404, 116.41758499413834)",49.8409394234,970,14.9709426628,7.40583090379
80,6971348,1802120.0,0.0097128453122,422,0.937900874636,"(40.071159029649593, 116.56529894490036)",52.7598250729,422,15.7632653061,7.44684159378
81,8435483,115026.0,0.00974714360611,454,0.938386783285,"(39.906289308176099, 116.39003516998828)",52.9461321672,454,15.8201166181,7.49096209913
82,9008510,93011.0,0.00977487749771,367,0.938872691934,"(39.888769092542674, 116.32145369284878)",53.096781665,367,15.8656948494,7.52662779397
83,7921365,85181.0,0.00980027665072,394,0.939358600583,"(39.983557951482481, 116.45158264947246)",53.2347489472,394,15.9199222546,7.56491739553
84,7891861,137432.0,0.00984125593479,529,0.939844509232,"(39.931446540880501, 116.45509964830012)",53.4573469388,529,15.9853255588,7.61632653061
85,6834222,35663.0,0.0098518898789,84,0.940330417881,"(40.079245283018864, 116.58171160609614)",53.5151101393,84,16.0005830904,7.62448979592
86,7342954,25624.0,0.00985953040785,88,0.940719144801,"(39.782749326145549, 116.52075029308324)",53.5566132167,88,16.0181729835,7.63304178814
87,9287735,176438.0,0.00991214044716,497,0.94110787172,"(39.906289308176099, 116.28804220398594)",53.8423890509,497,16.1016520894,7.68134110787
88,6829314,381185.0,0.0100258016643,884,0.941496598639,"(40.074752920035941, 116.58229777256741)",54.459792679,884,16.3168124393,7.76724975705
89,8778407,150041.0,0.0100705406826,599,0.941885325559,"(39.935040431266842, 116.34900351699883)",54.7028134111,599,16.3914480078,7.82546161322
90,8734345,137336.0,0.0101114913415,569,0.942274052478,"(39.944025157232701, 116.35427901524034)",54.9252559119,569,16.4632653061,7.88075801749
91,8611771,184236.0,0.0101664265777,691,0.942662779397,"(39.888319856244387, 116.36893317702229)",55.2236621315,691,16.5586005831,7.94791059281
92,8508913,113407.0,0.0102002421204,452,0.943051506317,"(39.888319856244387, 116.38124267291911)",55.4073469388,452,16.6204081633,7.99183673469
93,6844012,474378.0,0.0103416914977,1223,0.943440233236,"(40.076549865229111, 116.58053927315358)",56.1756948494,1223,16.8905733722,8.11068999028
94,8797991,73195.0,0.0103635166818,310,0.943828960155,"(39.931446540880501, 116.34665885111372)",56.2942484613,310,16.9336248785,8.14081632653
95,9194847,97637.0,0.0103926299477,387,0.944217687075,"(39.984456424079063, 116.29917936694022)",56.4523906706,387,16.9893100097,8.17842565598
96,8513737,102589.0,0.0104232197941,406,0.944606413994,"(39.855076370170707, 116.38065650644783)",56.6185536119,406,17.0464528669,8.21788143829
97,7549078,1234263.0,0.0107912506318,99,0.944995140914,"(39.966037735849056, 116.49613130128957)",58.6176838354,99,17.4923226433,8.22750242954
98,8254243,237634.0,0.01086210801,930,0.945286686103,"(39.899999999999999, 116.41172332942556)",59.0025785552,930,17.6376093294,8.31788143829
99,7906557,183812.0,0.0109169168184,504,0.945578231293,"(39.932345013477089, 116.4533411488863)",59.300298024,504,17.7210884354,8.36686103013
100,8259306,358877.0,0.0110239262669,652,0.945869776482,"(39.974123989218327, 116.41113716295429)",59.8815694849,652,17.8689990282,8.43022351798
101,7980003,222246.0,0.0110901952724,788,0.946161321672,"(39.921563342318059, 116.44454865181712)",60.2415403304,788,17.9948493683,8.50680272109
102,8803056,164635.0,0.0111392859095,540,0.946452866861,"(40.006469002695418, 116.34607268464245)",60.5081988986,540,18.0796890185,8.5592808552
103,8224775,162267.0,0.0111876704596,659,0.946744412051,"(39.864061096136567, 116.41524032825323)",60.7710220279,659,18.1814382896,8.62332361516
104,7465913,359114.0,0.0112947505764,202,0.94703595724,"(40.011410601976635, 116.50609613130129)",61.3526773567,202,18.3146744412,8.64295432459
105,8950060,39546.0,0.0113065423481,131,0.94732750243,"(40.035220125786161, 116.3284876905041)",61.4167298348,131,18.3392614189,8.6556851312
106,9204482,43689.0,0.0113195694738,191,0.947619047619,"(39.912129380053905, 116.29800703399766)",61.4874927114,191,18.3630709427,8.67424684159
107,8293845,38233.0,0.011330969737,117,0.947910592809,"(40.087780772686429, 116.40703399765533)",61.5494185293,117,18.378425656,8.68561710398
108,9405362,26967.0,0.0113390107199,85,0.948202137998,"(39.939982030548066, 116.27397420867527)",61.5930968578,85,18.3916423712,8.69387755102
109,2592680,24301.0,0.0113462567585,57,0.948493683188,"(40.135849056603774, 117.08933177022274)",61.6324570781,57,18.4034013605,8.69941690962
110,7353047,100521.0,0.0113762299715,434,0.948785228377,"(39.91617250673854, 116.51957796014068)",61.7952704891,434,18.4768707483,8.74159378037
111,7798712,204720.0,0.0114372730986,751,0.949076773567,"(39.892362982929022, 116.4662368112544)",62.1268545513,751,18.6081632653,8.81457725948
112,7891769,100907.0,0.0114673614085,405,0.949368318756,"(39.890116801437557, 116.45509964830012)",62.2902931649,405,18.6549076774,8.85393586006
113,9199572,62076.0,0.0114858711445,266,0.949659863946,"(39.906738544474393, 116.29859320046894)",62.3908373826,266,18.6916423712,8.87978620019
114,7867497,147171.0,0.0115297543902,304,0.949951409135,"(39.988050314465404, 116.45803048065652)",62.6292095886,304,18.7599611273,8.90932944606
115,6246079,25523.0,0.0115373648031,92,0.950145772595,"(39.907187780772688, 116.65205158264948)",62.6705490768,92,18.7835762877,8.91827016521
116,8195572,136062.0,0.0115779355825,529,0.950340136054,"(39.947169811320755, 116.4187573270809)",62.8909280855,529,18.8603498542,8.96967930029
117,9150588,165622.0,0.0116273205218,671,0.950534499514,"(39.904941599281223, 116.30445486518171)",63.1591852932,671,18.9727891156,9.03488824101
118,8224776,256271.0,0.0117037350549,993,0.950728862974,"(39.864510332434861, 116.41524032825323)",63.5742662779,993,19.1480077745,9.13138969874
119,7891900,173533.0,0.0117554788853,677,0.950923226433,"(39.948966756513926, 116.45509964830012)",63.8553368967,677,19.2383867833,9.19718172983
120,8400995,172291.0,0.0118068523779,179,0.951117589893,"(39.815543575920934, 116.39413833528722)",64.1343958536,179,19.2896015549,9.21457725948
121,9444416,32832.0,0.0118166421783,137,0.951311953353,"(39.881581311769992, 116.26928487690505)",64.1875736961,137,19.3065111759,9.22789115646
122,9052600,80322.0,0.0118405924814,298,0.951506316812,"(39.892362982929022, 116.31617819460728)",64.3176708779,298,19.3513119534,9.25685131195
123,8092760,112635.0,0.0118741778302,413,0.951700680272,"(39.967834681042227, 116.43106682297773)",64.5001052802,413,19.40505345,9.29698736638
124,8788060,30512.0,0.0118832758563,125,0.951895043732,"(39.870799640610961, 116.34783118405628)",64.5495254292,125,19.420505345,9.3091350826
125,6829286,421602.0,0.0120089885587,825,0.952089407191,"(40.062174303683733, 116.58229777256741)",65.2323922902,825,19.6174927114,9.38931000972
126,6795034,273708.0,0.0120906024324,730,0.952283770651,"(40.077448337825693, 116.58640093786636)",65.6757159054,730,19.8235179786,9.4602526725
127,8704791,212666.0,0.0121540148867,754,0.952478134111,"(39.869451931716078, 116.357796014068)",66.020170068,754,19.9437317784,9.53352769679
128,9336827,157586.0,0.0122010036627,599,0.95267249757,"(39.956603773584902, 116.28218053927316)",66.2754114027,599,20.0334305151,9.59173955296
129,8254252,63532.0,0.0122199475467,270,0.95286686103,"(39.904043126684634, 116.41172332942556)",66.378313897,270,20.0653061224,9.61797862002
130,8102557,248954.0,0.0122941803068,603,0.95306122449,"(39.968283917340521, 116.42989449003518)",66.7815435698,603,20.1789115646,9.67657920311
131,8342536,184120.0,0.0123490809543,766,0.953255587949,"(39.957951482479785, 116.40117233294256)",67.0797619048,766,20.3045675413,9.75102040816
132,7891849,137189.0,0.012389987781,524,0.953449951409,"(39.926055705300989, 116.45509964830012)",67.3019663103,524,20.3695821186,9.8019436346
133,8136763,126080.0,0.0124275821413,550,0.953644314869,"(39.932345013477089, 116.42579132473622)",67.5061775186,550,20.445675413,9.85539358601
134,6829292,306736.0,0.0125190442584,528,0.953838678328,"(40.064869721473492, 116.58229777256741)",68.0029964367,528,20.5773566569,9.90670553936
135,9444517,88118.0,0.0125453191621,316,0.954033041788,"(39.926954177897571, 116.26928487690505)",68.1457207645,316,20.6192419825,9.93741496599
136,9067460,99161.0,0.0125748868522,414,0.954227405248,"(39.966936208445638, 116.31441969519344)",68.3063313897,414,20.6743440233,9.97764820214
137,7725430,116676.0,0.0126096771408,473,0.954421768707,"(39.976819407008087, 116.47502930832357)",68.4953109815,473,20.7612244898,10.0236151603
138,8577625,115690.0,0.0126441734253,474,0.954616132167,"(39.951212938005391, 116.37303634232123)",68.6826935536,474,20.8185617104,10.0696793003
139,7960477,129376.0,0.0126827505824,178,0.954810495627,"(39.951212938005391, 116.44689331770223)",68.8922432783,178,20.8644314869,10.0869776482
140,4630781,5305.0,0.01268433242,26,0.955004859086,"(40.375292003593891, 116.84548651817117)",68.9008357629,26,20.8673469388,10.0895043732
141,7842773,52566.0,0.0127000064773,222,0.955199222546,"(39.882929020664868, 116.4609613130129)",68.9859766764,222,20.9028182702,10.1110787172
142,10830727,231005.0,0.0127688872294,17,0.955393586006,"(39.961096136567832, 116.10339976553341)",69.3601344347,17,20.9760932945,10.1127308066
143,10047232,8169.0,0.0127713230505,2,0.955587949466,"(40.044204851752021, 116.19718640093787)",69.3733657272,2,20.9781341108,10.1129251701
144,8861430,16838.0,0.0127763437821,65,0.955782312925,"(39.82587601078167, 116.33903868698711)",69.40063816,65,20.9851311953,10.1192419825
145,6260158,11502.0,0.0127797734326,8,0.955976676385,"(39.63090745732255, 116.65029308323564)",69.4192678976,8,20.9880466472,10.1200194363
146,11853786,188552.0,0.0128359956077,20,0.956171039845,"(39.681221922731353, 115.98089097303635)",69.724664723,20,24.4416909621,10.1219630709
147,2499638,19535.0,0.0128418205271,51,0.956365403304,"(40.144833782569627, 117.10046893317703)",69.7563054746,51,24.4496598639,10.1269193392
148,7088805,31924.0,0.0128513395813,142,0.956559766764,"(40.028481581311766, 116.55123094958969)",69.8080126336,142,24.4662779397,10.1407191448
149,8082961,170919.0,0.0129023039728,255,0.956754130224,"(39.966486972147351, 116.43223915592029)",70.0848493683,255,24.5588921283,10.1655004859
150,9155476,131719.0,0.0129415797624,481,0.956948493683,"(39.900449236298293, 116.30386869871045)",70.2981940395,481,24.6218658892,10.212244898
151,9053021,629.0,0.0129417673168,3,0.957142857143,"(40.081491464510329, 116.31617819460728)",70.299212828,3,24.6224489796,10.2125364431
152,9052607,458666.0,0.0130785317116,1109,0.957337220603,"(39.895507637017069, 116.31617819460728)",71.0421120829,1109,24.8988338192,10.3203109815
153,7886990,91648.0,0.0131058591857,284,0.957531584062,"(39.943575920934407, 116.4556858147714)",71.1905539359,284,24.9406219631,10.3479105928
154,6976246,1301935.0,0.013494068367,455,0.957725947522,"(40.071159029649593, 116.56471277842908)",73.2992921931,455,25.5137026239,10.3921282799
155,8254294,53660.0,0.0135100686317,207,0.957920310982,"(39.922911051212935, 116.41172332942556)",73.3862050534,207,25.5418853256,10.412244898
156,6971350,1172311.0,0.0138596267076,323,0.958114674441,"(40.072057502246182, 116.56529894490036)",75.2849919015,323,26.048202138,10.4436345967
157,8337622,119185.0,0.0138951651264,460,0.958309037901,"(39.950763701707096, 116.40175849941384)",75.4780353094,460,26.1106899903,10.4883381924
158,7950770,10666.0,0.0138983454996,19,0.958503401361,"(39.991194968553458, 116.44806565064479)",75.4953109815,19,26.1193391642,10.4901846453
159,9199723,20304.0,0.0139043997183,88,0.95869776482,"(39.974573225516622, 116.29859320046894)",75.5281972789,88,26.130223518,10.4987366375
160,7084015,373079.0,0.0140156438995,81,0.95889212828,"(40.076999101527399, 116.55181711606097)",76.1324716553,81,26.2425655977,10.5066083576
161,8866888,6722.0,0.0140176482562,12,0.95908649174,"(40.077448337825693, 116.33845252051583)",76.1433592485,12,26.2489795918,10.5077745384
162,6481017,863.0,0.0140179055844,5,0.959280855199,"(39.832614555256065, 116.62391559202814)",76.1447570457,5,26.2497570457,10.508260447
163,11919211,735.0,0.0140181247457,4,0.959475218659,"(40.467834681042227, 115.97327080890973)",76.1459475219,4,26.2501457726,10.508649174
164,9743152,107796.0,0.0140502672081,16,0.959669582119,"(39.862713387241691, 116.2335287221571)",76.3205442177,16,27.9761904762,10.5102040816
165,9140716,53268.0,0.0140661505869,252,0.959863945578,"(39.870799640610961, 116.30562719812427)",76.4068221574,252,28.0085519922,10.5346938776
166,7671576,177899.0,0.0141191962651,629,0.960058309038,"(39.987601078167117, 116.48147713950763)",76.6949643667,629,28.0978620019,10.5958211856
167,7637263,24364.0,0.014126461089,105,0.960252672498,"(39.975471698113203, 116.48558030480658)",76.7344266278,105,28.1121477162,10.6060252672
168,6961554,1240476.0,0.0144963445105,333,0.960447035957,"(40.072057502246182, 116.56647127784291)",78.7436200194,333,28.6141885326,10.6383867833
169,7686073,138233.0,0.0145375626357,211,0.960641399417,"(39.89910152740341, 116.47971864009379)",78.9675153871,211,28.6848396501,10.6588921283
170,7475707,1688503.0,0.0150410381296,210,0.960835762877,"(40.010512129380054, 116.50492379835875)",81.7023760933,210,30.3828960155,10.6793002915
171,9679467,90698.0,0.0150680823341,10,0.961030126336,"(39.857771787960466, 116.24114888628371)",81.8492792355,10,30.4128279883,10.6802721088
172,8082719,139948.0,0.0151098118355,556,0.961224489796,"(39.857771787960466, 116.43223915592029)",82.075952381,556,30.4960155491,10.7343051506
173,7798802,306374.0,0.015201166012,882,0.961418853256,"(39.932794249775384, 116.4662368112544)",82.5721849692,882,30.6792031098,10.8200194363
174,7984985,104678.0,0.0152323787535,465,0.961613216715,"(39.959299191374662, 116.44396248534585)",82.7417314545,465,30.7357628766,10.8652089407
175,10482629,8545.0,0.0152349266898,35,0.961807580175,"(39.808355795148245, 116.14501758499415)",82.7555717525,35,30.7411078717,10.8686103013
176,7788729,6875.0,0.0152369766679,14,0.962001943635,"(39.808355795148245, 116.46740914419696)",82.7667071591,14,30.7526724976,10.8699708455
177,7607864,1002709.0,0.0155359630535,377,0.962099125364,"(39.970530098831986, 116.48909730363424)",84.3907904114,377,31.2434402332,10.9066083576
178,8264396,57961.0,0.0155532457845,214,0.962196307094,"(40.060377358490562, 116.41055099648301)",84.4846695821,214,31.2827988338,10.9274052478
179,5551736,188.0,0.015553301842,4,0.962293488824,"(40.43414195867026, 116.73528722157093)",84.4849740849,4,31.2833819242,10.9277939747
180,8406232,112154.0,0.015586743767,377,0.962390670554,"(39.967834681042227, 116.39355216881594)",84.6666294137,377,31.3411078717,10.9644314869
181,7984886,216622.0,0.0156513358159,430,0.962487852284,"(39.914824797843664, 116.44396248534585)",85.0174910917,430,31.5083576288,11.0062196307
182,8959176,29735.0,0.0156602021572,4,0.962585034014,"(39.729739442946986, 116.32731535756156)",85.0656527373,4,31.5176870748,11.0066083576
183,8200380,129047.0,0.0156986812135,384,0.962682215743,"(39.906738544474393, 116.41817116060962)",85.2746695821,384,31.5873663751,11.0439261419
184,8269131,193039.0,0.0157562413161,454,0.962779397473,"(39.987151841868823, 116.40996483001173)",85.5873339812,454,31.6789115646,11.0880466472
185,7470810,2142523.0,0.016395095867,326,0.962876579203,"(40.010961365678348, 116.50550996483001)",89.0575688371,326,32.4078717201,11.1197278912
186,7205767,18338.0,0.0164005638665,61,0.962973760933,"(39.763432165318953, 116.53716295427903)",89.0872708131,61,32.4180758017,11.1256559767
187,8979031,30745.0,0.0164097313682,152,0.963070942663,"(39.847888589398025, 116.32497069167644)",89.1370683511,152,32.4367346939,11.1404275996
188,7974890,169377.0,0.0164602359682,400,0.963168124393,"(39.824977538185081, 116.44513481828839)",89.4114075154,400,32.4962099125,11.1793002915
189,8288432,178418.0,0.0165134364012,580,0.963265306122,"(39.85642407906559, 116.40762016412661)",89.7003903466,580,32.6012633625,11.2356656948
190,9018306,185788.0,0.0165688344106,690,0.963362487852,"(39.888769092542674, 116.32028135990622)",90.0013103337,690,32.7218658892,11.3027210884
191,7960491,178118.0,0.01662194539,678,0.963459669582,"(39.957502246181491, 116.44689331770223)",90.2898072562,678,32.8055393586,11.3686103013
192,9101611,181309.0,0.0166760078574,633,0.963556851312,"(39.906289308176099, 116.31031652989449)",90.5834726271,633,32.9005830904,11.4301263362
193,9155504,146383.0,0.0167196561383,575,0.963654033042,"(39.913027852650494, 116.30386869871045)",90.8205685131,575,32.9799805637,11.4860058309
194,8273986,130684.0,0.016758623313,508,0.963751214772,"(39.967834681042227, 116.40937866354045)",91.0322367995,508,33.0414965986,11.5353741497
