,Region,dVCR,VCR,UCR,loc,meanVIT,VUH,meanVUH
21,7891773,322961.0,0.0043426176584,0.834888241011,"(39.891913746630728, 116.45509964830012)",1415.19900884,1072,2.89058400544
22,9150595,454876.0,0.00447825195623,0.84110787172,"(39.90808625336927, 116.30445486518171)",1459.40034982,932,2.98114857643
23,8185723,315583.0,0.00457235205958,0.84713313897,"(39.92336028751123, 116.41992966002346)",1490.0662715,1215,3.09921290448
24,6790136,893666.0,0.00483882415396,0.851603498542,"(40.077448337825693, 116.58698710433764)",1576.90584005,1011,3.19745408609
25,7470810,2142523.0,0.00547767870485,0.85306122449,"(40.010961365678348, 116.50550996483001)",1785.09969877,326,3.22913225148
26,6971348,1802120.0,0.00601503235904,0.855004859086,"(40.071159029649593, 116.56529894490036)",1960.21581965,422,3.27013895637
27,7989585,1316623.0,0.00640762118789,0.857920310982,"(39.825426774483375, 116.44337631887457)",2088.15508697,626,3.3309688077
28,8778399,358961.0,0.00651465568341,0.862487852284,"(39.931446540880501, 116.34900351699883)",2123.03614809,1175,3.44514624429
29,8249326,306285.0,0.00660598332196,0.866763848397,"(39.891464510332433, 116.41230949589684)",2152.79856185,1095,3.55154989797
30,9126078,1047464.0,0.0069183146917,0.869290573372,"(39.895956873315363, 116.30738569753811)",2254.58303372,741,3.62355456224
31,7984926,302937.0,0.00700864402822,0.873275024295,"(39.932794249775384, 116.44396248534585)",2284.02011466,1084,3.72888932077
32,9072198,494592.0,0.00715612078812,0.87657920311,"(39.895058400718774, 116.31383352872216)",2332.08075017,1092,3.83500145758
33,6961552,1419218.0,0.00757930125246,0.877842565598,"(40.071159029649593, 116.56647127784291)",2469.98940822,762,3.90904673987
34,8180781,1344479.0,0.00798019614494,0.879008746356,"(39.90359389038634, 116.42051582649474)",2600.63550675,883,3.99484986882
35,9033172,284184.0,0.00806493373781,0.88231292517,"(39.966037735849056, 116.31852286049238)",2628.25031581,843,4.07676610631
36,8641292,364893.0,0.0081737370289,0.885228377065,"(39.948068283917337, 116.36541617819461)",2663.70780293,1121,4.18569623943
37,7475707,1688503.0,0.00867721252285,0.885422740525,"(40.010512129380054, 116.50492379835875)",2827.78350015,210,4.20610241959
38,6976248,1377715.0,0.00908801767994,0.886200194363,"(40.072057502246182, 116.56471277842908)",2961.65921679,335,4.23865513556
39,9028212,250407.0,0.00916268369357,0.889212827988,"(39.938185085354895, 116.31910902696366)",2985.99183753,932,4.32921970654
40,7754662,413443.0,0.00928596355665,0.891836734694,"(39.906738544474393, 116.47151230949591)",3026.16703916,1302,4.45573802352
41,6976247,1264719.0,0.00966307572242,0.892517006803,"(40.071608265947887, 116.56471277842908)",3149.06267612,394,4.49402390438
42,6961554,1240476.0,0.0100329591439,0.893100097182,"(40.072057502246182, 116.56647127784291)",3269.60256535,333,4.52638227577
43,8778417,202019.0,0.0100931968905,0.895724003887,"(39.939532794249772, 116.34900351699883)",3289.23321349,803,4.60441162181
44,7549078,1234263.0,0.0104612277282,0.896307094266,"(39.966037735849056, 116.49613130128957)",3409.1693713,99,4.61403167817
45,6971350,1172311.0,0.0108107858041,0.896890184645,"(40.072057502246182, 116.56529894490036)",3523.08551161,323,4.64541832669
46,6976246,1301935.0,0.0111989949854,0.897181729835,"(40.071159029649593, 116.56471277842908)",3649.59751239,455,4.68963171703
47,8768558,238474.0,0.0112701028335,0.899611273081,"(39.911230907457323, 116.35017584994139)",3672.77057623,779,4.76532892819
48,8538178,1054227.0,0.0115844507853,0.900388726919,"(39.833063791554359, 116.37772567409145)",3775.21222427,521,4.81595568944
49,7607864,1002709.0,0.0118834371709,0.901263362488,"(39.970530098831986, 116.48909730363424)",3872.64775046,377,4.85258964143
50,6961553,1212770.0,0.0122450592556,0.901652089407,"(40.071608265947887, 116.56647127784291)",3990.49538432,402,4.89165290059
51,6971349,1227736.0,0.0126111438814,0.901846452867,"(40.071608265947887, 116.56529894490036)",4109.79729861,369,4.9275094743
52,6966451,1127415.0,0.01294731493,0.902235179786,"(40.071608265947887, 116.56588511137164)",4219.35079195,334,4.95996501798
53,9077096,884073.0,0.0132109265969,0.903109815355,"(39.895058400718774, 116.31324736225089)",4305.25818677,519,5.01039743465
54,7480604,1259810.0,0.0135865750038,0.903206997085,"(40.010062893081759, 116.50433763188747)",4427.67680498,130,5.02302983189
55,7970274,831675.0,0.0138345627074,0.904081632653,"(39.951662174303685, 116.44572098475967)",4508.49256632,628,5.08405402779
56,6981144,1049970.0,0.0141476413127,0.904470359572,"(40.071159029649593, 116.5641266119578)",4610.52055194,757,5.15761344864
57,9062406,321077.0,0.0142433796094,0.906316812439,"(39.896855345911945, 116.31500586166472)",4641.72033816,964,5.2512875328
58,7480605,1229945.0,0.0146101229119,0.906316812439,"(40.010512129380054, 116.50433763188747)",4761.23690603,119,5.26285103488
59,7505087,1162431.0,0.014956734983,0.906413994169,"(40.006918238993713, 116.50140679953107)",4874.19298416,167,5.27907880672
60,6966450,1078766.0,0.0152783999399,0.906608357629,"(40.071159029649593, 116.56588511137164)",4979.01914294,339,5.31202021184
61,7891841,297028.0,0.015366967339,0.908357628766,"(39.922461814914641, 116.45509964830012)",5007.88203284,1038,5.41288504519
62,7465912,1152448.0,0.0157106026929,0.908357628766,"(40.010961365678348, 116.50609613130129)",5119.86804003,203,5.43261101934
63,6966452,1051890.0,0.0160242538012,0.908551992225,"(40.072057502246182, 116.56588511137164)",5222.08259644,301,5.46185987756
64,8068170,337316.0,0.0161248342205,0.910106899903,"(39.922911051212935, 116.43399765533412)",5254.86036342,1203,5.57875813818
65,6981146,988660.0,0.0164196314947,0.910301263362,"(40.072057502246182, 116.5641266119578)",5350.93071616,400,5.61762705276
66,7470809,1074952.0,0.0167401591983,0.910301263362,"(40.010512129380054, 116.50550996483001)",5455.38625984,327,5.64940239044
67,9106464,248039.0,0.016814119125,0.91195335277,"(39.886073674752922, 116.30973036342321)",5479.4887766,800,5.72714021961
68,8778409,284613.0,0.0168989846365,0.913508260447,"(39.93593890386343, 116.34900351699883)",5507.14527257,773,5.80225439705
69,7539251,947888.0,0.017181624572,0.913702623907,"(39.952111410601972, 116.49730363423213)",5599.25371684,83,5.81031969682
70,6981145,894929.0,0.017448473266,0.913994169096,"(40.071608265947887, 116.5641266119578)",5686.21601399,547,5.86347293752
71,8205459,296348.0,0.0175368379036,0.915354713314,"(39.988050314465404, 116.41758499413834)",5715.01282674,970,5.95773005539
72,7979788,485325.0,0.0176815514422,0.916326530612,"(39.824977538185081, 116.44454865181712)",5762.17296667,549,6.01107764066
73,8195475,564386.0,0.0178498392807,0.917103984451,"(39.90359389038634, 116.4187573270809)",5817.01564474,1308,6.13817899135
74,7754655,218284.0,0.0179149269025,0.918561710398,"(39.90359389038634, 116.47151230949591)",5838.22680012,805,6.21640268196
75,8533280,911999.0,0.0181868655055,0.918561710398,"(39.833063791554359, 116.37831184056273)",5926.8478282,73,6.22349625887
76,9160391,239348.0,0.0182582339618,0.919922254616,"(39.90808625336927, 116.30328253223917)",5950.10582062,737,6.29511223399
77,7896672,335178.0,0.0183581768752,0.921088435374,"(39.892362982929022, 116.45451348182884)",5982.67583325,1156,6.40744339714
78,9126077,857858.0,0.0186139717896,0.921185617104,"(39.895507637017069, 116.30738569753811)",6066.03585657,401,6.44640948402
79,7598069,614863.0,0.0187973107902,0.921768707483,"(39.970979335130281, 116.4902696365768)",6125.78350015,781,6.52230103974
80,7798901,846400.0,0.019049689174,0.921865889213,"(39.977268643306381, 116.4662368112544)",6208.03012341,75,6.52958896123
81,7588248,700401.0,0.0192585337774,0.922254616132,"(39.959748427672956, 116.49144196951934)",6276.08969002,385,6.56700029152
82,7475706,891410.0,0.0195243331808,0.922254616132,"(40.010062893081759, 116.50492379835875)",6362.7100379,96,6.57632883102
83,7500191,880990.0,0.019787025563,0.922254616132,"(40.007816711590294, 116.50199296600235)",6448.31785055,58,6.58196482363
84,8538177,827179.0,0.0200336726555,0.922254616132,"(39.832614555256065, 116.37772567409145)",6528.69672529,327,6.61374016131
85,9062559,251127.0,0.0201085533578,0.92342079689,"(39.965588499550762, 116.31500586166472)",6553.09931008,936,6.70469342144
86,7411766,626960.0,0.0202954994252,0.92380952381,"(39.890566037735844, 116.51254396248535)",6614.0224468,104,6.71479933923
87,7994484,668025.0,0.0204946901976,0.924101068999,"(39.82587601078167, 116.44279015240329)",6678.93596346,385,6.75221066952
88,8940114,602521.0,0.0206743490778,0.924489795918,"(39.967834681042227, 116.32966002344666)",6737.48430668,254,6.77689243028
89,7480603,734804.0,0.0208934519203,0.924586977648,"(40.009613656783465, 116.50433763188747)",6808.88689146,85,6.78515207463
90,6966453,681069.0,0.0210965321346,0.924781341108,"(40.072506738544476, 116.56588511137164)",6875.06792343,197,6.80429501506
91,7754665,277221.0,0.0211791935098,0.925753158406,"(39.90808625336927, 116.47151230949591)",6902.00612185,889,6.89068117773
92,6785238,348150.0,0.0212830043962,0.926530612245,"(40.077448337825693, 116.58757327080892)",6935.83665339,377,6.92731512973
93,8675540,182988.0,0.0213375675055,0.927599611273,"(39.930997304582206, 116.36131301289566)",6953.61801574,681,6.99348945681
94,8249327,356799.0,0.0214439573389,0.928279883382,"(39.891913746630728, 116.41230949589684)",6988.28899038,1268,7.11670391604
95,8068394,592413.0,0.0216206022295,0.928474246842,"(40.023539982030549, 116.43399765533412)",7045.85511612,32,7.11981342921
96,7436525,632132.0,0.0218090904768,0.928571428571,"(40.011410601976635, 116.50961313012897)",7107.28082791,224,7.14158002138
97,6844012,474378.0,0.021950539854,0.928960155491,"(40.076549865229111, 116.58053927315358)",7153.37722282,1223,7.26042172772
98,7289486,615494.0,0.0221340670054,0.929057337221,"(39.966936208445638, 116.5271981242673)",7213.1861821,41,7.26440579147
99,7495294,657686.0,0.0223301749091,0.929057337221,"(40.008265947888589, 116.50257913247363)",7277.0950345,37,7.26800116607
100,8170985,656547.0,0.0225259431874,0.929057337221,"(39.90359389038634, 116.42168815943728)",7340.89320766,844,7.35001457584
101,8249344,268946.0,0.0226061371344,0.929834791059,"(39.899550763701704, 116.41230949589684)",7367.02730541,964,7.44368865999
102,9052607,458666.0,0.0227429015292,0.930223517979,"(39.895507637017069, 116.31617819460728)",7411.59692936,1109,7.55145272568
103,8229656,263755.0,0.0228215476311,0.931000971817,"(39.85642407906559, 116.41465416178195)",7437.22660577,736,7.62297152852
104,7602966,645688.0,0.0230140779877,0.931000971817,"(39.970530098831986, 116.48968347010552)",7499.96958507,209,7.64328053639
105,7656797,535324.0,0.0231737001591,0.931195335277,"(39.94941599281222, 116.48323563892146)",7551.98824215,145,7.65737051793
106,7544180,533357.0,0.0233327358132,0.931389698737,"(39.966037735849056, 116.49671746776085)",7603.81576134,223,7.67903993781
107,7205751,579157.0,0.0235054280481,0.931486880466,"(39.756244384546271, 116.53716295427903)",7660.09377126,10,7.68001166067
108,8180790,280006.0,0.0235889198507,0.932167152575,"(39.907637017070975, 116.42051582649474)",7687.3025945,979,7.77514332912
109,6971351,615357.0,0.0237724061516,0.932167152575,"(40.072506738544476, 116.56529894490036)",7747.09824118,187,7.79331454669
110,8538301,367649.0,0.0238820312229,0.932653061224,"(39.888319856244387, 116.37772567409145)",7782.82353513,1245,7.91429404334
111,6839101,458676.0,0.0240187985995,0.932944606414,"(40.070709793351298, 116.58112543962486)",7827.39413079,991,8.01059177922
112,7558804,504017.0,0.0241690856929,0.933138969874,"(39.934591194968554, 116.49495896834702)",7876.3706151,141,8.02429307162
113,8269044,262227.0,0.0242472761778,0.933819241983,"(39.948068283917337, 116.40996483001173)",7901.85181226,998,8.12127101351
114,8386274,548527.0,0.0244108352016,0.933916423712,"(39.803414195867028, 116.39589683470106)",7955.15343504,215,8.1421630551
115,6839100,443659.0,0.0245431248298,0.934207968902,"(40.070260557053011, 116.58112543962486)",7998.26479448,959,8.23535127782
116,9018660,529513.0,0.0247010142853,0.934305150632,"(40.047798742138362, 116.32028135990622)",8049.7187834,43,8.23952968613
117,7064500,528019.0,0.0248584582619,0.934402332362,"(40.111590296495955, 116.55416178194608)",8101.02759693,2,8.23972403071
118,9498502,527997.0,0.0250158956786,0.934499514091,"(39.975022461814916, 116.26283704572099)",8152.33427267,14,8.24108444272
119,8151436,479204.0,0.0251587840659,0.934693877551,"(39.922911051212935, 116.4240328253224)",8198.89962103,56,8.24652609076
120,8043411,520871.0,0.0253140966617,0.934791059281,"(39.802066486972144, 116.43692848769051)",8249.51384705,7,8.24720629676
121,6848909,471802.0,0.0254547779309,0.934985422741,"(40.076100628930817, 116.5799531066823)",8295.35992615,864,8.33116315227
122,8068393,567349.0,0.0256239492726,0.934985422741,"(40.023090745732254, 116.43399765533412)",8350.4905257,30,8.33407832086
123,7539250,561475.0,0.0257913691131,0.934985422741,"(39.951662174303685, 116.49730363423213)",8405.05033524,41,8.33806238461
124,6848910,461894.0,0.0259290960285,0.9351797862,"(40.076549865229111, 116.5799531066823)",8449.93363133,1210,8.45564085123
125,9184887,509448.0,0.02608100253,0.93527696793,"(39.910781671159029, 116.30035169988277)",8499.43785832,8,8.45641822952
126,7573658,503844.0,0.0262312380384,0.93537414966,"(40.006469002695418, 116.49320046893318)",8548.39753182,103,8.46642697503
127,8083087,503219.0,0.0263812871853,0.93547133139,"(40.023090745732254, 116.43223915592029)",8597.29647265,3,8.46671849189
128,4791716,501377.0,0.0265307870871,0.93556851312,"(40.061275831087151, 116.826143024619)",8646.01642212,3,8.46701000875
129,6961555,548038.0,0.0266942003015,0.93556851312,"(40.072506738544476, 116.56647127784291)",8699.27052765,161,8.48265474687
130,8298249,498941.0,0.0268429738402,0.935665694849,"(39.865858041329737, 116.40644783118407)",8747.75376543,8,8.48343212516
131,6981143,494682.0,0.0269904774362,0.935762876579,"(40.070709793351298, 116.5641266119578)",8795.82314644,703,8.55174424254
132,9062407,301946.0,0.0270805112777,0.936248785228,"(39.897304582210239, 116.31500586166472)",8825.16392965,717,8.62141677194
133,7671577,299225.0,0.0271697337752,0.936734693878,"(39.988050314465404, 116.48147713950763)",8854.24030706,956,8.7143134778
134,6760244,538909.0,0.027330424917,0.936734693878,"(39.851033243486071, 116.5905041031653)",8906.60732679,5,8.71479933923
135,9517826,489470.0,0.027476374406,0.936831875607,"(39.854627133872413, 116.26049237983588)",8954.17024585,94,8.72393353416
136,7994608,532557.0,0.0276351715172,0.936831875607,"(39.881581311769992, 116.44279015240329)",9005.92002721,5,8.72441939559
137,8259172,481554.0,0.0277787606242,0.936929057337,"(39.913926325247076, 116.41113716295429)",9052.71373044,624,8.78505490234
138,7975173,481350.0,0.0279222889028,0.937026239067,"(39.952111410601972, 116.44513481828839)",9099.48761053,415,8.82538140122
139,9444517,88118.0,0.0279485638064,0.937900874636,"(39.926954177897571, 116.26928487690505)",9108.05023807,316,8.85608784375
140,7740121,374781.0,0.0280603154877,0.938192419825,"(39.975471698113203, 116.47327080890973)",9144.46856477,470,8.90175881838
141,6829286,421602.0,0.0281860281901,0.938386783285,"(40.062174303683733, 116.58229777256741)",9185.43659508,825,8.98192595472
142,9400474,515718.0,0.0283398042716,0.938386783285,"(39.944474393530996, 116.27456037514655)",9235.55009231,10,8.98289767758
143,6970961,512853.0,0.0284927260712,0.938386783285,"(39.897304582210239, 116.56529894490036)",9285.38519094,12,8.98406374502
144,7950510,509150.0,0.0286445437155,0.938386783285,"(39.874393530997303, 116.44806565064479)",9334.8604606,8,8.98484112331
145,8195461,508524.0,0.0287961746999,0.938386783285,"(39.897304582210239, 116.4187573270809)",9384.2749004,72,8.99183752794
146,7475655,507847.0,0.0289476038174,0.938386783285,"(39.987151841868823, 116.50492379835875)",9433.62355456,30,8.99475269653
147,8097241,502999.0,0.0290975873649,0.938386783285,"(39.780503144654084, 116.43048065650645)",9482.50111748,6,8.99533573025
148,8219878,211737.0,0.0291607228113,0.938969873664,"(39.864510332434861, 116.41582649472451)",9503.0760859,707,9.06403653678
149,5996420,495427.0,0.0293084485504,0.938969873664,"(39.969631626235397, 116.68194607268465)",9551.21786027,2,9.06423088135
150,7505067,438267.0,0.0294391303995,0.939067055394,"(39.997933513027853, 116.50140679953107)",9593.80526674,46,9.06870080653
151,8621589,294126.0,0.0295268324842,0.939455782313,"(39.898203054806828, 116.36776084407973)",9622.38616267,1009,9.16674764357
152,8768620,291215.0,0.029613666571,0.939844509232,"(39.939083557951484, 116.35017584994139)",9650.68419007,815,9.24594305704
153,7715587,482948.0,0.029757671339,0.939844509232,"(39.955705300988321, 116.47620164126613)",9697.61335147,255,9.27072199009
154,7490243,482723.0,0.0299016090169,0.939844509232,"(39.939532794249772, 116.50316529894491)",9744.52064911,4,9.27111067923
155,7852765,482645.0,0.0300455234368,0.939844509232,"(39.970979335130281, 116.45978898007034)",9791.42036731,116,9.28238266446
156,7539349,480829.0,0.0301888963643,0.939844509232,"(39.996136567834682, 116.49730363423213)",9838.14362064,37,9.28597803906
157,6976249,480375.0,0.0303321339188,0.939844509232,"(40.072506738544476, 116.56471277842908)",9884.82275775,151,9.30065105432
158,7965376,430372.0,0.0304604616477,0.939941690962,"(39.951662174303685, 116.44630715123095)",9926.64298902,402,9.33971431348
159,6829314,381185.0,0.0305741228649,0.940136054422,"(40.074752920035941, 116.58229777256741)",9963.68360704,884,9.42561461471
160,6177948,476406.0,0.0307161769484,0.940136054422,"(40.105300988319854, 116.66025791324736)",10009.9770673,4,9.42600330386
161,7084015,373079.0,0.0308274211297,0.940330417881,"(40.076999101527399, 116.55181711606097)",10046.2300068,81,9.43387425906
162,7549089,371817.0,0.0309382890095,0.940524781341,"(39.970979335130281, 116.49613130128957)",10082.3603148,274,9.46049946555
163,9287735,176438.0,0.0309908990488,0.94110787172,"(39.906289308176099, 116.28804220398594)",10099.5051987,497,9.50879409192
164,8234614,271454.0,0.0310718408279,0.941496598639,"(39.883378256963162, 116.41406799531067)",10125.8830046,958,9.60188514236
165,9346311,462728.0,0.0312098164242,0.941496598639,"(39.816442048517516, 116.2810082063306)",10170.8473423,3,9.60217665922
166,6623252,362453.0,0.0313178921595,0.941690962099,"(39.919317160826594, 116.60691676436109)",10206.0677291,8,9.60295403751
167,7549175,406986.0,0.0314392466832,0.941788143829,"(40.009613656783465, 116.49613130128957)",10245.6154893,61,9.60888154698
168,8259306,358877.0,0.0315462561317,0.941982507289,"(39.974123989218327, 116.41113716295429)",10280.4883879,652,9.67223787776
169,7602967,451206.0,0.031680796114,0.941982507289,"(39.970979335130281, 116.48968347010552)",10324.3331066,570,9.72762608104
170,7798802,306374.0,0.0317721502905,0.942274052478,"(39.932794249775384, 116.4662368112544)",10354.1041687,882,9.8133320377
171,7607865,449568.0,0.0319062018562,0.942274052478,"(39.970979335130281, 116.48909730363424)",10397.7897192,389,9.85113205714
172,10198311,400494.0,0.0320256206043,0.942371234208,"(39.703234501347708, 116.17901524032825)",10436.7066369,2,9.85132640171
173,8175858,301996.0,0.0321156693547,0.942662779397,"(39.892362982929022, 116.421101992966)",10466.0522787,1086,9.95685550481
174,9341635,397721.0,0.0322342612536,0.942759961127,"(39.91617250673854, 116.28159437280188)",10504.6997376,44,9.96113108541
175,8665907,444395.0,0.0323667703413,0.942759961127,"(40.004222821203953, 116.36248534583822)",10547.8826159,6,9.96171411913
176,6839102,443610.0,0.0324990453588,0.942759961127,"(40.071159029649593, 116.58112543962486)",10590.9892139,938,10.0528617238
177,7107790,443243.0,0.0326312109447,0.942759961127,"(39.755795148247977, 116.54888628370458)",10634.0601496,4,10.053250413
178,6795036,346213.0,0.0327344442592,0.942954324587,"(40.078346810422282, 116.58640093786636)",10667.7024585,788,10.1298221747
179,6804829,441787.0,0.0328661756971,0.942954324587,"(40.076999101527399, 116.5852286049238)",10710.6319114,850,10.2124186182
180,11051190,441354.0,0.0329977780236,0.942954324587,"(39.984905660377358, 116.07702227432591)",10753.5192887,5,10.2129044796
181,6079759,435983.0,0.0331277788328,0.942954324587,"(40.002425876010783, 116.67198124267293)",10795.8847537,5,10.2133903411
182,9816703,387252.0,0.0332432490996,0.943051506317,"(39.89910152740341, 116.22473622508792)",10833.5149159,6,10.2139733748
183,6819522,434328.0,0.0333727564232,0.943051506317,"(40.076549865229111, 116.58347010550997)",10875.7195608,920,10.3033718783
184,7068539,434038.0,0.0335021772749,0.943051506317,"(39.725696316262351, 116.5535756154748)",10917.8960257,4,10.3037605675
185,7808838,432777.0,0.0336312221234,0.943051506317,"(40.04061096136568, 116.46506447831185)",10959.9499563,26,10.3062870469
186,7426731,431982.0,0.03376002992,0.943051506317,"(40.012309074573224, 116.51078546307151)",11001.9266349,115,10.3174618599
187,5369350,431411.0,0.0338886674565,0.943051506317,"(39.913027852650494, 116.75697538100822)",11043.8478282,8,10.3182392382
188,6961298,428411.0,0.0340164104571,0.943051506317,"(39.957053009883197, 116.56647127784291)",11085.4775046,12,10.3194053056
189,7593529,426521.0,0.0341435899002,0.943051506317,"(40.131805929919139, 116.49085580304808)",11126.9235254,3,10.3196968225
190,7847311,378048.0,0.034256315731,0.943148688047,"(39.721203953279421, 116.46037514654162)",11163.659314,18,10.3214459236
191,7891849,137189.0,0.0342972225577,0.943731778426,"(39.926055705300989, 116.45509964830012)",11176.9902828,524,10.3723642017
192,6839098,424230.0,0.0344237188735,0.943731778426,"(40.069362084456422, 116.58112543962486)",11218.2136819,952,10.4648722184
193,6839099,424201.0,0.0345502065422,0.943731778426,"(40.069811320754717, 116.58112543962486)",11259.4342629,950,10.5571858906
194,9992863,373285.0,0.0346615121483,0.943828960155,"(39.823629829290205, 116.20363423212193)",11295.7072199,35,10.5605869206
195,8572684,228592.0,0.0347296733953,0.944217687075,"(39.931895777178795, 116.37362250879251)",11317.9200272,885,10.6465843941
196,6829287,419875.0,0.0348548711433,0.944217687075,"(40.062623539982027, 116.58229777256741)",11358.720241,1000,10.7437566806
197,8254244,370546.0,0.0349653600381,0.944314868805,"(39.900449236298293, 116.41172332942556)",11394.727043,1255,10.8657079001
198,8592244,417469.0,0.0350898403683,0.944314868805,"(39.917520215633424, 116.37127784290739)",11435.2934603,63,10.8718297542
199,7725406,415177.0,0.0352136372731,0.944314868805,"(39.966037735849056, 116.47502930832357)",11475.6371587,335,10.9043824701
200,8410725,414490.0,0.0353372293292,0.944314868805,"(39.785893980233602, 116.39296600234468)",11515.9140997,2,10.9045768147
201,9013409,414394.0,0.0354607927602,0.944314868805,"(39.889218328840968, 116.3208675263775)",11556.1817122,292,10.9329511223
202,7980003,222246.0,0.0355270617657,0.944703595724,"(39.921563342318059, 116.44454865181712)",11577.7778642,788,11.0095228841
203,8313195,413413.0,0.0356503326834,0.944703595724,"(39.979065588499552, 116.40468933177023)",11617.9501506,36,11.0130210864
204,2764419,411882.0,0.0357731470897,0.944703595724,"(40.274663072776278, 117.06881594372803)",11657.9736663,2,11.013215431
205,8332683,314289.0,0.0358668613499,0.944897959184,"(39.932345013477089, 116.40234466588512)",11688.5138471,1137,11.1237003207
206,7505066,409976.0,0.0359891074277,0.944897959184,"(39.997484276729558, 116.50140679953107)",11728.3521524,45,11.1280730736
207,9214212,409356.0,0.0361111686347,0.944897959184,"(39.882479784366573, 116.2968347010551)",11768.1302109,14,11.1294334856
208,7593268,408526.0,0.0362329823535,0.944897959184,"(40.014555256064689, 116.49085580304808)",11807.8276164,11,11.1305023807
209,7891689,408076.0,0.036354661892,0.944897959184,"(39.854177897574125, 116.45509964830012)",11847.4812943,12,11.1316684482
210,5673564,407359.0,0.0364761276363,0.944897959184,"(40.154716981132076, 116.72063305978898)",11887.0652998,3,11.131959965
211,8969408,23276.0,0.0364830680419,0.945675413022,"(39.925606469002695, 116.326143024619)",11889.3270819,75,11.1392478865
212,7465913,359114.0,0.0365901481587,0.945772594752,"(40.011410601976635, 116.50609613130129)",11924.2230104,202,11.1588766884
213,6334810,359040.0,0.0366972062104,0.945869776482,"(40.161904761904758, 116.64150058616647)",11959.1117481,3,11.1591682052
214,8719527,310647.0,0.036789834504,0.946064139942,"(39.888319856244387, 116.35603751465416)",11989.2980274,627,11.2200952288
215,9317317,358611.0,0.036896764637,0.946161321672,"(39.993441150044923, 116.28452520515827)",12024.1450782,5,11.2205810903
216,7955307,405501.0,0.0370176763655,0.946161321672,"(39.829020664869716, 116.44747948417351)",12063.5485376,3,11.2208726071
217,8121735,405409.0,0.0371385606616,0.946161321672,"(39.782300089847261, 116.42754982415006)",12102.943057,10,11.22184433
218,8200261,405108.0,0.0372593552059,0.946161321672,"(39.853279424977536, 116.41817116060962)",12142.3083277,24,11.2241764649
219,7867300,404851.0,0.0373800731182,0.946161321672,"(39.899550763701704, 116.45803048065652)",12181.648625,544,11.2770381887
220,9155544,212378.0,0.0374433996971,0.946550048591,"(39.930997304582206, 116.30386869871045)",12202.2858809,738,11.3487513361
221,7563865,403876.0,0.0375638268854,0.946550048591,"(40.007816711590294, 116.49437280187574)",12241.5314352,68,11.3553590516
222,7264911,402652.0,0.0376838891029,0.946550048591,"(39.928751123090741, 116.53012895662368)",12280.6580507,2,11.3555533962
223,8259193,210075.0,0.0377465289765,0.94693877551,"(39.92336028751123, 116.41113716295429)",12301.0715188,831,11.4363035662
